1	0.5382374882	0.5297507324
2	0.1367037602	0.5357950684
3	0.4916511601	0.3644916748
4	0.2643414921	0.8837114258
5	0.6485061406	0.4803241699
6	0.5507585331	0.5938729492
7	0.2521716679	0.3890523682
8	0.1522862431	0.474765625
9	0.6396294316	0.3767639648
10	0.3701451298	0.8322950195
11	0.3446769902	0.8777960938
12	0.768723621	0.5530400391
13	0.5933854863	0.5228524902
14	0.5468824101	0.3902615723
15	0.2766533329	0.6442550781
16	0.7887944218	0.5210049316
17	0.1122663334	0.6701523926
18	0.7313682011	0.4255331055
19	0.1931083622	0.4178519043
20	0.1795385624	0.4408270996
21	0.1257404057	0.5038376953
22	0.5414410527	0.7309246094
23	0.1753610234	0.4228692871
24	0.6691420292	0.5384623535
25	0.6274888554	0.684443457
26	0.2677321904	0.570420166
27	0.1859480351	0.4136483398
28	0.5607237675	0.3449651123
29	0.6891042851	0.5867128906
30	0.3285536503	0.7967478027
31	0.6541896855	0.5394633789
32	0.8073860234	0.5345966309
33	0.2220267949	0.8185278809
34	0.6020223027	0.4650779297
35	0.7520751347	0.6366233398
36	0.7019048222	0.6122112793
37	0.5631047734	0.3691240723
38	0.3586113163	0.7900388672
39	0.7519686894	0.5836812988
40	0.4461201542	0.289701416
41	0.4983517949	0.3274165771
42	0.7578892949	0.5501033691
43	0.6140792363	0.3784436768
44	0.5993121952	0.3878940186
45	0.6259077031	0.4603020996
46	0.2134556767	0.8026852051
47	0.6909419804	0.5356311035
48	0.6983536992	0.463959668
49	0.1949679936	0.8766257812
50	0.354899207	0.6673753418
51	0.4767871464	0.482824707
52	0.8876665898	0.631705127
53	0.1718698735	0.7727491699
54	0.144016248	0.7194333496
55	0.6577435429	0.5690658691
56	0.5752719609	0.4232852051
57	0.255182288	0.4515299316
58	0.6186375859	0.490298877
59	0.6500337773	0.5799962402
60	0.3541422001	0.7059327637
61	0.7964744511	0.4695586914
62	0.6596147831	0.3536901367
63	0.9451015507	0.721464209
64	0.1908366459	0.6868674805
65	0.1933898564	0.7756001465
66	0.5044883183	0.5768789551
67	0.2427289677	0.8807245117
68	0.5874976445	0.6594671387
69	0.5430328495	0.4547603027
70	0.5700939335	0.322428125
71	0.3572382939	0.8316729492
72	0.6071923222	0.7110151855
73	0.7421724492	0.4943620605
74	0.4826958378	0.0785249573
75	0.1650562504	0.7242788574
76	0.4040376347	0.2075375488
77	0.4868536992	0.5129276367
78	0.2526757939	0.7873560547
79	0.8118483769	0.5986566895
80	0.2379158085	0.4996896484
81	0.7792381718	0.4899884766
82	0.7656865605	0.766459668
83	0.2367322392	0.5795371094
84	0.8105688847	0.6097231934
85	0.4291308964	0.8279882812
86	0.9692260624	0.6903971191
87	0.4912230839	0.0647330688
88	0.3383982548	0.4416550293
89	0.8571807499	0.6677238281
90	0.7748499394	0.4803825195
91	0.6412850956	0.5157388184
92	0.6223884648	0.4270985352
93	0.8259001835	0.6040237793
94	0.7088994511	0.485178125
95	0.3393324589	0.6954550293
96	0.4994286992	0.5763203613
97	0.5325045781	0.3522581787
98	0.2003123661	0.6582821777
99	0.1985135991	0.8238612305
100	0.3244878544	0.8018284668
101	0.143663892	0.5068336426
102	0.1426448124	0.4405461914
103	0.7276928105	0.585089209
104	0.4902334355	0.589007666
105	0.5046232304	0.2933075684
106	0.5468059452	0.6989241699
107	0.840283582	0.6567091797
108	0.2936288212	0.3702098633
109	0.5289005742	0.491265332
110	0.71861283	0.4780885254
111	0.6261361699	0.5936355469
112	0.645142957	0.3390886719
113	0.5497580937	0.5201475586
114	0.2900111699	0.8130769531
115	0.6188228398	0.3997443604
116	0.6431260136	0.5178243164
117	0.4318184452	0.4011247559
118	0.3018035527	0.3493629395
119	0.637414832	0.6848760742
120	0.5985663456	0.4071945068
121	0.5171481816	0.5848888184
122	0.2280564579	0.5407029297
123	0.5725602421	0.6160524414
124	0.2880870732	0.6010272949
125	0.7091906132	0.3896189209
126	0.144069373	0.5530993164
127	0.3489569951	0.6292907227
128	0.8220629765	0.5845219238
129	0.5139220585	0.3141650879
130	0.4668340702	0.086950238
131	0.8480606328	0.5991891602
132	0.4600218632	0.1342153198
133	0.6333301152	0.5921666504
134	0.8187561406	0.7824356934
135	0.3423636845	0.8723023438
136	0.1350171391	0.5103449219
137	0.130806287	0.5224632812
138	0.4058037236	0.4228893066
139	0.3793442753	0.5655200684
140	0.5844127324	0.3184119873
141	0.5370138554	0.529360791
142	0.8502500859	0.5810406738
143	0.2753779423	0.7269155762
144	0.4058410038	0.7534269531
145	0.7384365117	0.570051416
